trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2020-03-05 00:00:00 +0000 +0000,4,76,34.1964285714285714
2020-03-06 00:00:00 +0000 +0000,6,67,35.8873239436619718
2020-03-07 00:00:00 +0000 +0000,4,60,30.8118466898954704
2020-03-08 00:00:00 +0000 +0000,2,49,22.6750000000000000
2020-03-09 00:00:00 +0000 +0000,2,62,29.3920863309352518
2020-03-10 00:00:00 +0000 +0000,6,74,38.4609929078014184
2020-03-11 00:00:00 +0000 +0000,6,69,32.6993006993006993
2020-03-12 00:00:00 +0000 +0000,4,72,31.9097472924187726
2020-03-13 00:00:00 +0000 +0000,6,71,32.2928571428571429
2020-03-14 00:00:00 +0000 +0000,6,51,24.5416666666666667
2020-03-15 00:00:00 +0000 +0000,1,42,18.7534722222222222
2020-03-16 00:00:00 +0000 +0000,8,56,24.1863799283154122
2020-03-17 00:00:00 +0000 +0000,4,54,21.9090909090909091
2020-03-18 00:00:00 +0000 +0000,4,54,20.8461538461538462
2020-03-19 00:00:00 +0000 +0000,4,40,18.0659722222222222
2020-03-20 00:00:00 +0000 +0000,2,36,15.2377622377622378
2020-03-21 00:00:00 +0000 +0000,1,15,7.9078014184397163
2020-03-22 00:00:00 +0000 +0000,1,87,4.9444444444444444
2020-03-23 00:00:00 +0000 +0000,2,33,14.5261324041811847
2020-03-24 00:00:00 +0000 +0000,4,27,16.5296167247386760
2020-03-25 00:00:00 +0000 +0000,6,26,14.2752613240418118
2020-03-26 00:00:00 +0000 +0000,4,20,10.6597222222222222
2020-03-27 00:00:00 +0000 +0000,1,20,11.6562500000000000
2020-03-28 00:00:00 +0000 +0000,1,17,7.6875000000000000
2020-03-29 00:00:00 +0000 +0000,4,20,9.7708333333333333
2020-03-30 00:00:00 +0000 +0000,2,18,10.2097902097902098
2020-03-31 00:00:00 +0000 +0000,2,20,10.3611111111111111
2020-04-01 00:00:00 +0000 +0000,4,20,11.2430555555555556
2020-04-02 00:00:00 +0000 +0000,4,27,13.1929824561403509
2020-04-03 00:00:00 +0000 +0000,2,17,9.7595818815331010
2020-04-04 00:00:00 +0000 +0000,1,13,7.1114982578397213
2020-04-05 00:00:00 +0000 +0000,6,18,10.0836236933797909
2020-04-06 00:00:00 +0000 +0000,4,20,11.4507042253521127
2020-04-07 00:00:00 +0000 +0000,4,17,10.2534722222222222
2020-04-08 00:00:00 +0000 +0000,2,17,8.8850174216027875
2020-04-09 00:00:00 +0000 +0000,2,17,8.2395833333333333
2020-04-10 00:00:00 +0000 +0000,1,15,8.2570422535211268
2020-04-11 00:00:00 +0000 +0000,1,24,7.0104895104895105
2020-04-12 00:00:00 +0000 +0000,1,31,9.5909090909090909
2020-04-13 00:00:00 +0000 +0000,1,18,9.4720279720279720
2020-04-14 00:00:00 +0000 +0000,2,17,8.7351916376306620
2020-04-15 00:00:00 +0000 +0000,6,27,14.7421602787456446
2020-04-16 00:00:00 +0000 +0000,4,24,12.2517482517482517
2020-04-17 00:00:00 +0000 +0000,1,24,11.6879432624113475
2020-04-18 00:00:00 +0000 +0000,1,15,7.4062500000000000
2020-04-19 00:00:00 +0000 +0000,1,13,6.1770833333333333
2020-04-20 00:00:00 +0000 +0000,1,24,10.5574912891986063
2020-04-21 00:00:00 +0000 +0000,2,38,14.8811188811188811
2020-04-22 00:00:00 +0000 +0000,1,29,12.8327526132404181
2020-04-23 00:00:00 +0000 +0000,1,17,8.3240418118466899
2020-04-24 00:00:00 +0000 +0000,1,17,7.2847222222222222
2020-04-25 00:00:00 +0000 +0000,1,15,6.1498257839721254
2020-04-26 00:00:00 +0000 +0000,1,13,6.0035460992907801
2020-04-27 00:00:00 +0000 +0000,1,36,11.9233449477351916
2020-04-28 00:00:00 +0000 +0000,1,31,11.9407665505226481
2020-04-29 00:00:00 +0000 +0000,1,31,13.3614035087719298
2020-04-30 00:00:00 +0000 +0000,1,38,14.3763066202090592
2020-05-01 00:00:00 +0000 +0000,1,17,6.3344947735191638
2020-05-02 00:00:00 +0000 +0000,1,18,6.6701388888888889
2020-05-03 00:00:00 +0000 +0000,1,20,9.3693379790940767
2020-05-04 00:00:00 +0000 +0000,6,51,21.7127659574468085
2020-05-05 00:00:00 +0000 +0000,1,27,14.0736842105263158
2020-05-06 00:00:00 +0000 +0000,1,35,14.6167247386759582
2020-05-07 00:00:00 +0000 +0000,1,38,16.6376306620209059
2020-05-08 00:00:00 +0000 +0000,1,42,14.4243542435424354
2020-05-09 00:00:00 +0000 +0000,1,17,7.5053763440860215
2020-05-10 00:00:00 +0000 +0000,1,15,6.4642857142857143
2020-05-11 00:00:00 +0000 +0000,1,44,16.4391304347826087
2020-05-12 00:00:00 +0000 +0000,1,38,15.7310924369747899
2020-05-13 00:00:00 +0000 +0000,1,42,17.7458333333333333
2020-05-14 00:00:00 +0000 +0000,1,47,17.3458333333333333
2020-05-15 00:00:00 +0000 +0000,1,53,20.4080717488789238
2020-05-16 00:00:00 +0000 +0000,1,15,7.7520661157024793
2020-05-17 00:00:00 +0000 +0000,1,13,5.8360000000000000
2020-05-18 00:00:00 +0000 +0000,1,15,7.0696864111498258
2020-05-19 00:00:00 +0000 +0000,1,15,7.3811188811188811
2020-05-20 00:00:00 +0000 +0000,1,58,24.3035714285714286
2020-05-21 00:00:00 +0000 +0000,1,65,26.5300353356890459
2020-05-22 00:00:00 +0000 +0000,6,51,26.3208955223880597
2020-05-23 00:00:00 +0000 +0000,1,17,6.9300699300699301
2020-05-24 00:00:00 +0000 +0000,1,8,2.6356877323420074
2020-05-25 00:00:00 +0000 +0000,1,11,3.6864111498257840
2020-05-26 00:00:00 +0000 +0000,1,11,4.3402777777777778
2020-05-27 00:00:00 +0000 +0000,1,54,22.8714285714285714
2020-05-28 00:00:00 +0000 +0000,6,44,19.7189781021897810
2020-05-29 00:00:00 +0000 +0000,2,60,22.5634328358208955
2020-05-30 00:00:00 +0000 +0000,1,11,5.8854166666666667
2020-05-31 00:00:00 +0000 +0000,1,6,2.7929824561403509
2020-06-01 00:00:00 +0000 +0000,1,80,28.1111111111111111
2020-06-02 00:00:00 +0000 +0000,1,60,24.9449152542372881
2020-06-03 00:00:00 +0000 +0000,1,62,25.4790209790209790
2020-06-04 00:00:00 +0000 +0000,1,54,25.5435540069686411
2020-06-05 00:00:00 +0000 +0000,2,67,30.0040160642570281
2020-06-06 00:00:00 +0000 +0000,1,31,14.4262948207171315
2020-06-07 00:00:00 +0000 +0000,1,24,10.9392712550607287
2020-06-08 00:00:00 +0000 +0000,1,54,24.3450980392156863
2020-06-09 00:00:00 +0000 +0000,4,54,25.5756457564575646
2020-06-10 00:00:00 +0000 +0000,4,56,27.0106382978723404
2020-06-11 00:00:00 +0000 +0000,4,60,26.8485915492957746
2020-06-12 00:00:00 +0000 +0000,6,60,28.8718861209964413
2020-06-13 00:00:00 +0000 +0000,4,42,19.4199288256227758
2020-06-14 00:00:00 +0000 +0000,1,26,13.1611721611721612
2020-06-15 00:00:00 +0000 +0000,8,54,26.3549488054607509
2020-06-16 00:00:00 +0000 +0000,4,58,27.5574912891986063
2020-06-17 00:00:00 +0000 +0000,4,58,27.7218309859154930
2020-06-18 00:00:00 +0000 +0000,4,58,27.7588652482269504
2020-06-19 00:00:00 +0000 +0000,2,62,32.8136200716845878
2020-06-20 00:00:00 +0000 +0000,1,54,13.3439716312056738
2020-06-21 00:00:00 +0000 +0000,1,29,12.7614035087719298
2020-06-22 00:00:00 +0000 +0000,1,56,26.3333333333333333
2020-06-23 00:00:00 +0000 +0000,2,54,27.1358885017421603
2020-06-24 00:00:00 +0000 +0000,4,56,27.1403508771929825
2020-06-25 00:00:00 +0000 +0000,4,62,29.5859649122807018
2020-06-26 00:00:00 +0000 +0000,6,67,34.3978873239436620
2020-06-27 00:00:00 +0000 +0000,2,47,13.4154929577464789
2020-06-28 00:00:00 +0000 +0000,1,36,9.5169082125603865
2020-06-29 00:00:00 +0000 +0000,2,63,31.0434782608695652
2020-06-30 00:00:00 +0000 +0000,1,60,29.5663082437275986
2020-07-01 00:00:00 +0000 +0000,2,63,31.1538461538461538
2020-07-02 00:00:00 +0000 +0000,4,62,30.3541666666666667
2020-07-03 00:00:00 +0000 +0000,4,60,31.2083333333333333
2020-07-04 00:00:00 +0000 +0000,4,42,22.9270833333333333
2020-07-05 00:00:00 +0000 +0000,2,31,14.4097222222222222
2020-07-06 00:00:00 +0000 +0000,2,54,26.7708333333333333
2020-07-07 00:00:00 +0000 +0000,4,60,29.0729166666666667
2020-07-08 00:00:00 +0000 +0000,6,60,29.4247491638795987
2020-07-09 00:00:00 +0000 +0000,4,60,28.8784722222222222
2020-07-10 00:00:00 +0000 +0000,6,62,30.6840277777777778
2020-07-11 00:00:00 +0000 +0000,2,44,22.1284722222222222
2020-07-12 00:00:00 +0000 +0000,1,33,15.6840277777777778
2020-07-13 00:00:00 +0000 +0000,4,62,29.7212543554006969
2020-07-14 00:00:00 +0000 +0000,4,63,29.9791666666666667
2020-07-15 00:00:00 +0000 +0000,2,27,16.3020833333333333
2020-07-16 00:00:00 +0000 +0000,4,56,27.8819444444444444
2020-07-17 00:00:00 +0000 +0000,4,58,29.0243055555555556
2020-07-18 00:00:00 +0000 +0000,4,42,23.1701388888888889
2020-07-19 00:00:00 +0000 +0000,2,27,14.3439716312056738
2020-07-20 00:00:00 +0000 +0000,1,54,26.5416666666666667
2020-07-21 00:00:00 +0000 +0000,6,60,29.5071428571428571
2020-07-22 00:00:00 +0000 +0000,4,60,30.4059829059829060
2020-07-23 00:00:00 +0000 +0000,4,62,30.2041666666666667
2020-07-24 00:00:00 +0000 +0000,4,58,30.7607843137254902
2020-07-25 00:00:00 +0000 +0000,4,40,22.4666666666666667
2020-07-26 00:00:00 +0000 +0000,1,26,14.2690763052208835
2020-07-27 00:00:00 +0000 +0000,4,54,25.4965277777777778
2020-07-28 00:00:00 +0000 +0000,4,53,26.3263888888888889
2020-07-29 00:00:00 +0000 +0000,2,54,27.8070175438596491
2020-07-30 00:00:00 +0000 +0000,2,38,16.7361111111111111
2020-07-31 00:00:00 +0000 +0000,1,26,11.2152777777777778
2020-08-01 00:00:00 +0000 +0000,1,27,13.3205574912891986
2020-08-02 00:00:00 +0000 +0000,1,29,12.4169611307420495
2020-08-03 00:00:00 +0000 +0000,1,24,11.9201388888888889
2020-08-04 00:00:00 +0000 +0000,1,44,17.3229166666666667
2020-08-05 00:00:00 +0000 +0000,1,51,20.9756944444444444
2020-08-06 00:00:00 +0000 +0000,2,56,23.9027777777777778
2020-08-07 00:00:00 +0000 +0000,4,54,25.8854166666666667
2020-08-08 00:00:00 +0000 +0000,2,42,21.4444444444444444
2020-08-09 00:00:00 +0000 +0000,2,33,16.9305555555555556
2020-08-10 00:00:00 +0000 +0000,4,60,29.3229166666666667
2020-08-11 00:00:00 +0000 +0000,4,62,30.0798611111111111
2020-08-12 00:00:00 +0000 +0000,2,63,29.3972125435540070
2020-08-13 00:00:00 +0000 +0000,4,62,29.3750000000000000
2020-08-14 00:00:00 +0000 +0000,4,65,31.0208333333333333
2020-08-15 00:00:00 +0000 +0000,2,45,24.6097560975609756
2020-08-16 00:00:00 +0000 +0000,1,31,16.2013888888888889
2020-08-17 00:00:00 +0000 +0000,1,58,26.4612676056338028
2020-08-18 00:00:00 +0000 +0000,2,58,30.6809338521400778
2020-08-19 00:00:00 +0000 +0000,2,60,30.2899628252788104
2020-08-20 00:00:00 +0000 +0000,2,58,29.9548611111111111
2020-08-21 00:00:00 +0000 +0000,2,60,30.9201388888888889
2020-08-22 00:00:00 +0000 +0000,2,45,23.6250000000000000
2020-08-23 00:00:00 +0000 +0000,1,31,15.8398576512455516
2020-08-24 00:00:00 +0000 +0000,1,62,27.2563176895306859
2020-08-25 00:00:00 +0000 +0000,4,62,30.2285714285714286
2020-08-26 00:00:00 +0000 +0000,2,62,29.4169611307420495
2020-08-27 00:00:00 +0000 +0000,2,62,29.4097222222222222
2020-08-28 00:00:00 +0000 +0000,6,65,32.2986111111111111
2020-08-29 00:00:00 +0000 +0000,1,47,25.6097560975609756
2020-08-30 00:00:00 +0000 +0000,1,36,16.9479166666666667
2020-08-31 00:00:00 +0000 +0000,1,63,29.1354166666666667
2020-09-01 00:00:00 +0000 +0000,2,63,30.4618055555555556
2020-09-02 00:00:00 +0000 +0000,4,65,31.4097222222222222
2020-09-03 00:00:00 +0000 +0000,2,65,31.3239436619718310
2020-09-04 00:00:00 +0000 +0000,2,65,32.0104166666666667
2020-09-05 00:00:00 +0000 +0000,4,53,26.6583629893238434
2020-09-06 00:00:00 +0000 +0000,1,36,17.6527777777777778
2020-09-07 00:00:00 +0000 +0000,1,62,28.4097222222222222
2020-09-08 00:00:00 +0000 +0000,2,63,29.8784722222222222
2020-09-09 00:00:00 +0000 +0000,2,62,29.3807829181494662
2020-09-10 00:00:00 +0000 +0000,4,63,36.2538071065989848
2020-09-11 00:00:00 +0000 +0000,4,63,23.8638743455497382
2020-09-12 00:00:00 +0000 +0000,2,49,25.7083333333333333
2020-09-13 00:00:00 +0000 +0000,1,36,18.2830188679245283
2020-09-14 00:00:00 +0000 +0000,2,60,29.0100000000000000
2020-09-15 00:00:00 +0000 +0000,4,62,32.2758620689655172
2020-09-16 00:00:00 +0000 +0000,2,60,27.8850574712643678
2020-09-17 00:00:00 +0000 +0000,4,65,33.5903614457831325
2020-09-18 00:00:00 +0000 +0000,4,65,31.6534653465346535
2020-09-19 00:00:00 +0000 +0000,6,51,27.8441558441558442
2020-09-20 00:00:00 +0000 +0000,2,54,19.4444444444444444
2020-09-21 00:00:00 +0000 +0000,1,63,32.6717948717948718
2020-09-22 00:00:00 +0000 +0000,4,62,29.8576388888888889
2020-09-23 00:00:00 +0000 +0000,2,63,29.4930555555555556
2020-09-24 00:00:00 +0000 +0000,2,65,32.0814814814814815
2020-09-25 00:00:00 +0000 +0000,2,65,31.8437500000000000
2020-09-26 00:00:00 +0000 +0000,2,54,27.5972222222222222
2020-09-27 00:00:00 +0000 +0000,2,42,20.7818181818181818
2020-09-28 00:00:00 +0000 +0000,1,65,28.8541666666666667
2020-09-29 00:00:00 +0000 +0000,2,65,31.9895833333333333
2020-09-30 00:00:00 +0000 +0000,1,65,30.6145833333333333
2020-10-01 00:00:00 +0000 +0000,2,71,32.3867595818815331
2020-10-02 00:00:00 +0000 +0000,2,69,33.4062500000000000
2020-10-03 00:00:00 +0000 +0000,2,56,28.2083333333333333
2020-10-04 00:00:00 +0000 +0000,1,44,20.7569444444444444
2020-10-05 00:00:00 +0000 +0000,1,69,29.3541666666666667
2020-10-06 00:00:00 +0000 +0000,2,67,31.2152777777777778
2020-10-07 00:00:00 +0000 +0000,2,71,32.7197231833910035
2020-10-08 00:00:00 +0000 +0000,4,67,31.4618055555555556
2020-10-09 00:00:00 +0000 +0000,6,85,34.2802768166089965
2020-10-10 00:00:00 +0000 +0000,2,60,28.8888888888888889
2020-10-11 00:00:00 +0000 +0000,1,47,21.6076388888888889
2020-10-12 00:00:00 +0000 +0000,1,63,29.3923611111111111
2020-10-13 00:00:00 +0000 +0000,2,83,33.5173611111111111
2020-10-14 00:00:00 +0000 +0000,4,67,31.4947735191637631
2020-10-15 00:00:00 +0000 +0000,4,71,33.0729166666666667
2020-10-16 00:00:00 +0000 +0000,4,67,33.1637630662020906
2020-10-17 00:00:00 +0000 +0000,2,67,30.1493055555555556
2020-10-18 00:00:00 +0000 +0000,1,45,19.1909722222222222
2020-10-19 00:00:00 +0000 +0000,4,67,30.4097222222222222
2020-10-20 00:00:00 +0000 +0000,2,63,31.9930313588850174
2020-10-21 00:00:00 +0000 +0000,9,69,32.9616724738675958
2020-10-22 00:00:00 +0000 +0000,2,67,29.9651567944250871
2020-10-23 00:00:00 +0000 +0000,2,67,30.3814814814814815
2020-10-24 00:00:00 +0000 +0000,2,53,25.5877862595419847
2020-10-25 00:00:00 +0000 +0000,2,42,19.0156862745098039
2020-10-26 00:00:00 +0000 +0000,1,62,26.3371647509578544
2020-10-27 00:00:00 +0000 +0000,2,65,30.7732342007434944
2020-10-28 00:00:00 +0000 +0000,2,69,29.7428571428571429
2020-10-29 00:00:00 +0000 +0000,2,27,15.8750000000000000
2020-10-30 00:00:00 +0000 +0000,1,71,29.2361111111111111
2020-10-31 00:00:00 +0000 +0000,2,40,19.8715277777777778
2020-11-01 00:00:00 +0000 +0000,1,35,16.1979166666666667
2020-11-02 00:00:00 +0000 +0000,1,65,26.6111111111111111
2020-11-03 00:00:00 +0000 +0000,1,65,29.4062500000000000
2020-11-04 00:00:00 +0000 +0000,4,72,34.2916666666666667
2020-11-05 00:00:00 +0000 +0000,6,63,35.7560975609756098
2020-11-06 00:00:00 +0000 +0000,15,51,29.3400000000000000
2020-11-07 00:00:00 +0000 +0000,4,58,27.0918367346938776
2020-11-08 00:00:00 +0000 +0000,2,65,16.5312500000000000
2020-11-09 00:00:00 +0000 +0000,1,63,24.9270833333333333
2020-11-10 00:00:00 +0000 +0000,4,62,28.4945454545454545
2020-11-11 00:00:00 +0000 +0000,4,69,38.4525139664804469
2020-11-12 00:00:00 +0000 +0000,2,60,26.9826388888888889
2020-11-13 00:00:00 +0000 +0000,2,62,28.3715277777777778
2020-11-14 00:00:00 +0000 +0000,1,60,27.1914893617021277
2020-11-15 00:00:00 +0000 +0000,1,31,12.8885017421602787
2020-11-16 00:00:00 +0000 +0000,1,65,24.9722222222222222
2020-11-17 00:00:00 +0000 +0000,4,67,28.6631944444444444
2020-11-18 00:00:00 +0000 +0000,2,69,29.6236933797909408
2020-11-19 00:00:00 +0000 +0000,4,62,26.3888888888888889
2020-11-20 00:00:00 +0000 +0000,4,71,29.1562500000000000
2020-11-21 00:00:00 +0000 +0000,4,51,23.3462897526501767
2020-11-22 00:00:00 +0000 +0000,1,29,13.6597222222222222
2020-11-23 00:00:00 +0000 +0000,4,58,26.5364963503649635
2020-11-24 00:00:00 +0000 +0000,1,56,25.1319444444444444
2020-11-25 00:00:00 +0000 +0000,4,58,26.8680555555555556
2020-11-26 00:00:00 +0000 +0000,4,60,25.2083333333333333
2020-11-27 00:00:00 +0000 +0000,2,63,25.8986013986013986
2020-11-28 00:00:00 +0000 +0000,1,49,19.7361111111111111
2020-11-29 00:00:00 +0000 +0000,1,31,11.3680555555555556
2020-11-30 00:00:00 +0000 +0000,4,65,26.5000000000000000
2020-12-01 00:00:00 +0000 +0000,6,67,30.5800711743772242
2020-12-02 00:00:00 +0000 +0000,8,62,27.3951048951048951
2020-12-03 00:00:00 +0000 +0000,4,63,29.0522648083623693
2020-12-04 00:00:00 +0000 +0000,4,83,37.0729166666666667
2020-12-05 00:00:00 +0000 +0000,2,18,8.1805555555555556
2020-12-06 00:00:00 +0000 +0000,1,15,5.8464163822525597
2020-12-07 00:00:00 +0000 +0000,2,71,32.7708333333333333
2020-12-08 00:00:00 +0000 +0000,6,67,32.2986111111111111
2020-12-09 00:00:00 +0000 +0000,6,65,29.5381944444444444
2020-12-10 00:00:00 +0000 +0000,6,67,30.3715277777777778
2020-12-11 00:00:00 +0000 +0000,6,74,36.4687500000000000
2020-12-12 00:00:00 +0000 +0000,2,20,9.5659722222222222
2020-12-13 00:00:00 +0000 +0000,1,15,7.3923611111111111
2020-12-14 00:00:00 +0000 +0000,8,72,38.2604166666666667
2020-12-15 00:00:00 +0000 +0000,11,72,40.0243055555555556
2020-12-16 00:00:00 +0000 +0000,6,67,32.3295019157088123
2020-12-17 00:00:00 +0000 +0000,6,65,32.2543554006968641
2020-12-18 00:00:00 +0000 +0000,4,72,33.3645833333333333
2020-12-19 00:00:00 +0000 +0000,1,15,4.8269896193771626
2020-12-20 00:00:00 +0000 +0000,1,15,4.2241992882562278
2020-12-21 00:00:00 +0000 +0000,4,69,34.4090909090909091
2020-12-22 00:00:00 +0000 +0000,4,69,33.3611111111111111
2020-12-23 00:00:00 +0000 +0000,4,65,30.6795774647887324
2020-12-24 00:00:00 +0000 +0000,4,78,32.6382252559726962
2020-12-25 00:00:00 +0000 +0000,2,72,33.4722222222222222
2020-12-26 00:00:00 +0000 +0000,2,15,6.5208333333333333
2020-12-27 00:00:00 +0000 +0000,1,13,3.7951388888888889
2020-12-28 00:00:00 +0000 +0000,2,71,35.5347222222222222
2020-12-29 00:00:00 +0000 +0000,6,71,34.5574912891986063
2020-12-30 00:00:00 +0000 +0000,4,71,34.6493055555555556
2020-12-31 00:00:00 +0000 +0000,1,62,26.7569444444444444
2021-01-01 00:00:00 +0000 +0000,1,18,5.8229166666666667
2021-01-02 00:00:00 +0000 +0000,1,18,4.0416666666666667
2021-01-03 00:00:00 +0000 +0000,1,13,3.1006944444444444
2021-01-04 00:00:00 +0000 +0000,1,65,30.5312500000000000
2021-01-05 00:00:00 +0000 +0000,4,62,30.9861111111111111
2021-01-06 00:00:00 +0000 +0000,2,63,28.5104166666666667
2021-01-07 00:00:00 +0000 +0000,4,65,31.1041666666666667
2021-01-08 00:00:00 +0000 +0000,6,72,34.2673611111111111
2021-01-09 00:00:00 +0000 +0000,4,18,11.7500000000000000
2021-01-10 00:00:00 +0000 +0000,4,22,11.1114864864864865
2021-01-11 00:00:00 +0000 +0000,2,67,33.4618055555555556
2021-01-12 00:00:00 +0000 +0000,4,80,37.3205574912891986
2021-01-13 00:00:00 +0000 +0000,4,63,34.9340277777777778
2021-01-14 00:00:00 +0000 +0000,6,65,33.4895833333333333
2021-01-15 00:00:00 +0000 +0000,6,63,34.9375000000000000
2021-01-16 00:00:00 +0000 +0000,4,29,14.0520833333333333
2021-01-17 00:00:00 +0000 +0000,6,31,17.1035714285714286
2021-01-18 00:00:00 +0000 +0000,11,85,34.7986111111111111
2021-01-19 00:00:00 +0000 +0000,11,60,35.3819444444444444
2021-01-20 00:00:00 +0000 +0000,6,67,35.7569444444444444
2021-01-21 00:00:00 +0000 +0000,6,67,35.3055555555555556
2021-01-22 00:00:00 +0000 +0000,6,83,39.3269230769230769
2021-01-23 00:00:00 +0000 +0000,1,17,8.1560000000000000
2021-01-24 00:00:00 +0000 +0000,1,11,5.2394366197183099
2021-01-25 00:00:00 +0000 +0000,4,80,43.6562500000000000
2021-01-26 00:00:00 +0000 +0000,6,78,40.2234042553191489
2021-01-27 00:00:00 +0000 +0000,6,72,42.7604166666666667
2021-01-28 00:00:00 +0000 +0000,4,67,35.6319444444444444
2021-01-29 00:00:00 +0000 +0000,1,78,38.6041666666666667
2021-01-30 00:00:00 +0000 +0000,4,20,11.1875000000000000
2021-01-31 00:00:00 +0000 +0000,1,15,4.4375000000000000
2021-02-01 00:00:00 +0000 +0000,4,72,36.9409722222222222
2021-02-02 00:00:00 +0000 +0000,4,67,36.5451388888888889
2021-02-03 00:00:00 +0000 +0000,4,71,35.3307984790874525
2021-02-04 00:00:00 +0000 +0000,6,74,36.8850174216027875
2021-02-05 00:00:00 +0000 +0000,4,78,40.5392491467576792
2021-02-06 00:00:00 +0000 +0000,1,13,5.7707641196013289
2021-02-07 00:00:00 +0000 +0000,1,15,3.6620209059233449
2021-02-08 00:00:00 +0000 +0000,2,72,38.2789855072463768
2021-02-09 00:00:00 +0000 +0000,6,65,36.9791666666666667
2021-02-10 00:00:00 +0000 +0000,4,71,37.7048611111111111
2021-02-11 00:00:00 +0000 +0000,4,72,36.7881944444444444
2021-02-12 00:00:00 +0000 +0000,2,69,40.3754385964912281
2021-02-13 00:00:00 +0000 +0000,1,18,6.2989323843416370
2021-02-14 00:00:00 +0000 +0000,13,38,23.4583333333333333
2021-02-15 00:00:00 +0000 +0000,17,53,35.1631944444444444
2021-02-16 00:00:00 +0000 +0000,15,51,30.6783216783216783
2021-02-17 00:00:00 +0000 +0000,9,71,27.7042253521126761
2021-02-18 00:00:00 +0000 +0000,8,63,36.1076388888888889
2021-02-19 00:00:00 +0000 +0000,2,65,32.2595155709342561
2021-02-20 00:00:00 +0000 +0000,1,15,5.3854166666666667
2021-02-21 00:00:00 +0000 +0000,1,15,4.8053435114503817
2021-02-22 00:00:00 +0000 +0000,6,72,38.9722222222222222
2021-02-23 00:00:00 +0000 +0000,4,72,37.0763888888888889
2021-02-24 00:00:00 +0000 +0000,4,69,35.8159722222222222
2021-02-25 00:00:00 +0000 +0000,6,69,36.5274725274725275
2021-02-26 00:00:00 +0000 +0000,6,76,39.6816479400749064
2021-02-27 00:00:00 +0000 +0000,2,15,7.9195402298850575
2021-02-28 00:00:00 +0000 +0000,1,18,6.2022900763358779
2021-03-01 00:00:00 +0000 +0000,4,76,38.9886792452830189
2021-03-02 00:00:00 +0000 +0000,9,72,40.7932330827067669
2021-03-03 00:00:00 +0000 +0000,4,65,35.2129963898916968
2021-03-04 00:00:00 +0000 +0000,4,67,35.0946969696969697
2021-03-05 00:00:00 +0000 +0000,4,65,33.6654135338345865
2021-03-06 00:00:00 +0000 +0000,2,78,32.3843283582089552
2021-03-07 00:00:00 +0000 +0000,1,18,6.8208955223880597
2021-03-08 00:00:00 +0000 +0000,4,74,34.9709090909090909
2021-03-09 00:00:00 +0000 +0000,4,65,33.7578947368421053
2021-03-10 00:00:00 +0000 +0000,6,63,33.4548611111111111
2021-03-11 00:00:00 +0000 +0000,6,74,36.8993288590604027
2021-03-12 00:00:00 +0000 +0000,4,63,31.8611111111111111
2021-03-13 00:00:00 +0000 +0000,2,72,31.7847222222222222
2021-03-14 00:00:00 +0000 +0000,1,11,2.9062500000000000
2021-03-15 00:00:00 +0000 +0000,2,63,33.7361111111111111
2021-03-16 00:00:00 +0000 +0000,8,65,36.8611111111111111
2021-03-17 00:00:00 +0000 +0000,8,76,37.3229166666666667
2021-03-18 00:00:00 +0000 +0000,4,58,32.1493055555555556
2021-03-19 00:00:00 +0000 +0000,4,76,36.6888888888888889
2021-03-20 00:00:00 +0000 +0000,4,65,33.0763888888888889
2021-03-21 00:00:00 +0000 +0000,2,18,9.0510948905109489
2021-03-22 00:00:00 +0000 +0000,4,76,35.2569444444444444
2021-03-23 00:00:00 +0000 +0000,4,65,36.8333333333333333
2021-03-24 00:00:00 +0000 +0000,2,69,31.6328671328671329
2021-03-25 00:00:00 +0000 +0000,2,67,31.2604166666666667
2021-03-26 00:00:00 +0000 +0000,2,60,29.2881944444444444
2021-03-27 00:00:00 +0000 +0000,2,72,30.9965156794425087
2021-03-28 00:00:00 +0000 +0000,1,11,2.8881118881118881
2021-03-29 00:00:00 +0000 +0000,2,63,31.3993055555555556
2021-03-30 00:00:00 +0000 +0000,4,65,35.2648083623693380
2021-03-31 00:00:00 +0000 +0000,4,58,31.4861111111111111
2021-04-01 00:00:00 +0000 +0000,2,63,34.3180076628352490
2021-04-02 00:00:00 +0000 +0000,4,74,38.3645833333333333
2021-04-03 00:00:00 +0000 +0000,1,17,6.7789473684210526
2021-04-04 00:00:00 +0000 +0000,1,13,3.7909407665505226
2021-04-05 00:00:00 +0000 +0000,4,78,37.5804195804195804
2021-04-06 00:00:00 +0000 +0000,2,62,32.6480836236933798
2021-04-07 00:00:00 +0000 +0000,1,67,33.3438596491228070
2021-04-08 00:00:00 +0000 +0000,2,72,42.2430555555555556
2021-04-09 00:00:00 +0000 +0000,1,72,38.0451388888888889
2021-04-10 00:00:00 +0000 +0000,1,9,5.0549450549450549
2021-04-11 00:00:00 +0000 +0000,1,11,2.0555555555555556
2021-04-12 00:00:00 +0000 +0000,1,74,35.7395833333333333
2021-04-13 00:00:00 +0000 +0000,2,56,26.1979166666666667
2021-04-14 00:00:00 +0000 +0000,1,58,25.3715277777777778
2021-04-15 00:00:00 +0000 +0000,2,63,24.5347222222222222
2021-04-16 00:00:00 +0000 +0000,2,63,26.2083333333333333
2021-04-17 00:00:00 +0000 +0000,1,18,7.4895833333333333
2021-04-18 00:00:00 +0000 +0000,1,11,2.9583333333333333
